effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,sd__(Intercept),90.8159202712309,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,48.37686569139128,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.20251064473444555,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.14992514049347,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.38479612124175,NA,NA,NA,NA
fixed,NA,(Intercept),787.2829838284879,15.144957347685827,51.98317603375661,123.7220977583881,6.494045115891027e-86
fixed,NA,cat,34.14352284805341,22.101227752526267,1.5448699606360399,52.23673110457918,0.1284149929625451
ran_pars,subj_id,sd__(Intercept),105.07988224505182,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,35.576118424702045,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.02311751627707618,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.63966471486756,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.04027367918417,NA,NA,NA,NA
fixed,NA,(Intercept),796.1652038988492,13.700437383722248,58.11239317401562,109.09223018702686,6.628214015382459e-84
fixed,NA,cat,50.897274850903884,21.26883674856006,2.3930445963082456,50.559244143687756,0.020462232047661434
ran_pars,subj_id,sd__(Intercept),86.89492423729429,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,18.933021269486705,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.11507626279020972,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.21043249159048,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.8438421324224,NA,NA,NA,NA
fixed,NA,(Intercept),807.746920534901,13.101396367578952,61.653498441873886,120.29064010341118,7.158464947397146e-93
fixed,NA,cat,56.46623509076438,19.50536901935463,2.8949072962800404,54.355693141817056,0.005450656912015565
ran_pars,subj_id,sd__(Intercept),90.0400655174469,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,42.61643977970414,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.35273424352797594,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),64.32465440956626,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.7527433229143,NA,NA,NA,NA
fixed,NA,(Intercept),789.7029108945472,15.600106915551299,50.621634529139996,118.46496745278382,4.276418034667463e-82
fixed,NA,cat,34.55089878598764,23.378970917759307,1.477862259529218,51.81315879431027,0.1454980847383446
ran_pars,subj_id,sd__(Intercept),104.7130272034429,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,34.2281473515295,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.06929334793860245,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.22978128397926,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.08896888997933,NA,NA,NA,NA
fixed,NA,(Intercept),817.377644193325,15.423978479147413,52.99395647487359,105.73792541103268,5.635313537317121e-78
fixed,NA,cat,49.08988179330046,24.665076836018667,1.9902586203021266,52.70666390759694,0.051760197645765775
ran_pars,subj_id,sd__(Intercept),94.99691070602765,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,42.12610660078938,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,-0.10087559120799681,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.62529927086426,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.37234007666638,NA,NA,NA,NA
fixed,NA,(Intercept),801.1013872622617,15.49476923684478,51.70140806984945,109.81176576193181,6.458135070166572e-79
fixed,NA,cat,39.53076563389255,24.1569620545699,1.6364129539382337,51.431902390217694,0.10785873549612847
ran_pars,subj_id,sd__(Intercept),98.33763943792145,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,31.65276307461395,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.2493312168558218,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.16328421570464,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.5587316476986,NA,NA,NA,NA
fixed,NA,(Intercept),805.4673074562252,15.214449738368396,52.94094241377433,135.5990625704531,1.8854030166934164e-92
fixed,NA,cat,100.69866900899422,20.247008374395204,4.973508537505219,53.76454738883074,7.097150807888131e-6
ran_pars,subj_id,sd__(Intercept),115.48577332193679,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,41.83536582619136,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.10820627883534621,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.15280714491685,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.99563179664682,NA,NA,NA,NA
fixed,NA,(Intercept),799.9857059904062,15.873664593879374,50.39703977989227,100.55305184351421,3.5613555876999896e-73
fixed,NA,cat,55.890240304291396,25.796845220447164,2.166553306293109,51.47037385670697,0.034921843925423246
ran_pars,subj_id,sd__(Intercept),94.00592206579473,NA,NA,NA,NA
ran_pars,subj_id,sd__cat,33.2698784330216,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).cat,0.21694065806482712,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.19405274486908,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.47786677470472,NA,NA,NA,NA
