effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,n_outgroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma
fixed,NA,(Intercept),796.8993150263187,7.937762493272982,100.39344408473637,19.937638775753534,1.9294268035391304e-28,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,X_i,11.704044914402623,18.162134098478546,0.6444201353729173,24.139209092137232,0.5253799859895849,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,NaN,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__X_i,62.382217583487886,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),20.480413003608664,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,Residual,sd__Observation,205.0261143359359,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.1e+01,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,(Intercept),815.628977571271,8.561985519457895,95.26166281380405,49.99955105096853,3.315341319804617e-58,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,X_i,47.48275524133331,15.295687279680356,3.104323092719871,50.000828727600485,0.003136804728146621,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),38.16932503799937,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.8562642860897828,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__X_i,53.51609810359127,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),0.004583590379242259,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,Residual,sd__Observation,210.16576197804625,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,(Intercept),798.6091960012025,9.255836270241032,86.28169002609268,28.82174038043295,2.4221918892355896e-36,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,X_i,79.33664579834804,14.089043243466639,5.631088245480258,20.033145411140097,1.6309923783292235e-5,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),43.02324630168823,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.999999959964192,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__X_i,13.96262342307723,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),10.273095110981048,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,Residual,sd__Observation,208.26350245982084,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,(Intercept),794.6334977913945,13.329226734511701,59.615873720112305,45.79238558502878,4.7023993372013074e-45,,50,10,10,800,50,20,80,40,0.2,200
fixed,NA,X_i,48.20780057274558,16.22001460417756,2.9721181977437543,19.883651874096167,0.007566384427913017,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),75.02656669179733,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__X_i,11.693137227331919,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),22.44718183139535,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.73675810992103,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
fixed,NA,(Intercept),801.3985630618495,15.44053866588449,51.90224126263942,47.44440507812266,1.8712970494926594e-43,,50,10,10,800,50,20,100,40,0.2,200
fixed,NA,X_i,37.63801124974698,13.006345786119757,2.893819053305033,14.87267167701979,0.011210643507465127,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),99.4993279589352,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.5564414392269311,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,subj_id,sd__X_i,19.4079811930472,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),7.765664440622875,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
ran_pars,Residual,sd__Observation,193.37174508408074,NA,NA,NA,NA,,50,10,10,800,50,20,100,40,0.2,200
fixed,NA,(Intercept),793.8228409049027,10.066957804681195,78.85429305522374,20.666459998275855,4.121958176090025e-27,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,X_i,52.6009923701861,19.950179438925357,2.6366175066854196,20.413582164327604,0.01565149304824276,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),16.50440270692839,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.9999998318194441,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,subj_id,sd__X_i,26.857705204828694,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),32.84044272640682,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
ran_pars,Residual,sd__Observation,204.86824874455783,NA,NA,NA,NA,,50,10,10,800,50,40,20,40,0.2,200
fixed,NA,(Intercept),803.2932564110694,12.204211502806224,65.82098779805322,30.66912603639224,1.379681692521153e-34,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,X_i,57.704018811601046,22.526912169474404,2.5615591865179894,24.440242077639212,0.016994475890478727,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),45.63841773229781,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.30065395754604696,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,subj_id,sd__X_i,62.57790029991568,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),36.553861739456686,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
ran_pars,Residual,sd__Observation,201.18706354958934,NA,NA,NA,NA,,50,10,10,800,50,40,40,40,0.2,200
fixed,NA,(Intercept),786.803421565894,12.016523275824644,65.47679420293046,39.384748637883455,8.219645029016491e-42,,50,10,10,800,50,40,60,40,0.2,200
fixed,NA,X_i,41.476457151822906,18.030711420127115,2.3003228317172244,19.780216906367915,0.03245328281233235,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),58.68999619156549,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.6335569183160177,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,subj_id,sd__X_i,33.97092874756187,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),27.0821786477687,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
ran_pars,Residual,sd__Observation,197.06419909164956,NA,NA,NA,NA,,50,10,10,800,50,40,60,40,0.2,200
fixed,NA,(Intercept),797.4418224824692,14.030336721064987,56.8369696562734,47.93536683024035,1.2068443260956619e-45,,50,10,10,800,50,40,80,40,0.2,200
fixed,NA,X_i,34.62962058629585,15.19639066444872,2.2788056289780907,17.132287550089544,0.035763460641375526,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),84.12896067048494,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.6442828021718945,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,subj_id,sd__X_i,22.071992524876322,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),18.650979694577675,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
ran_pars,Residual,sd__Observation,194.68886937410542,NA,NA,NA,NA,,50,10,10,800,50,40,80,40,0.2,200
fixed,NA,(Intercept),808.6248620521816,17.365237443170294,46.56572446524259,52.58272790760947,2.0077540373363898e-44,,50,10,10,800,50,40,100,40,0.2,200
fixed,NA,X_i,35.587268530075136,21.371927091421988,1.6651408353511898,19.623807201285665,0.11176992116777597,,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),96.79955042084336,NA,NA,NA,NA,,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999992574497223,NA,NA,NA,NA,,50,10,10,800,50,40,100,40,0.2,200
ran_pars,subj_id,sd__X_i,2.877661416183984,NA,NA,NA,NA,,50,10,10,800,50,40,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),38.160384437136486,NA,NA,NA,NA,,50,10,10,800,50,40,100,40,0.2,200
ran_pars,Residual,sd__Observation,203.31666238808785,NA,NA,NA,NA,,50,10,10,800,50,40,100,40,0.2,200
fixed,NA,(Intercept),815.7475757157775,13.256264886239691,61.53675886203378,23.734999064387026,1.0865311570149453e-27,,50,10,10,800,50,60,20,40,0.2,200
fixed,NA,X_i,64.06447068078332,25.704643494363346,2.4923306442601207,21.350269475906096,0.02097539317581954,,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),30.824436307527073,NA,NA,NA,NA,,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.7191169699103156,NA,NA,NA,NA,,50,10,10,800,50,60,20,40,0.2,200
ran_pars,subj_id,sd__X_i,41.12549825220925,NA,NA,NA,NA,,50,10,10,800,50,60,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),48.8162525846032,NA,NA,NA,NA,,50,10,10,800,50,60,20,40,0.2,200
ran_pars,Residual,sd__Observation,193.84095398141915,NA,NA,NA,NA,,50,10,10,800,50,60,20,40,0.2,200
fixed,NA,(Intercept),783.2885566016018,17.536005362471467,44.66744508860071,21.469485793523283,1.1363253421235454e-22,,50,10,10,800,50,60,40,40,0.2,200
fixed,NA,X_i,-14.218379857040988,34.58116772617695,-0.4111596221858663,20.377823106616702,0.6852473376124184,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),25.456781933283782,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.5165462446685068,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,subj_id,sd__X_i,29.711146668691878,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),71.25691529050142,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
ran_pars,Residual,sd__Observation,201.67580496620965,NA,NA,NA,NA,,50,10,10,800,50,60,40,40,0.2,200
fixed,NA,(Intercept),784.9920801088579,17.04187377800344,46.06254513644359,31.077826636726193,3.5882312677873874e-30,,50,10,10,800,50,60,60,40,0.2,200
fixed,NA,X_i,32.82657008654424,29.934122859554098,1.096627091448813,20.010808756782712,0.2858266734284215,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),58.51664226654071,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.23542702786307432,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,subj_id,sd__X_i,20.35394025892749,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),60.649905391100624,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
ran_pars,Residual,sd__Observation,194.9896464557128,NA,NA,NA,NA,,50,10,10,800,50,60,60,40,0.2,200
fixed,NA,(Intercept),862.3635255484987,15.417079573055702,55.935595419488145,45.313251908233234,1.8364353279274015e-43,,50,10,10,800,50,60,80,40,0.2,200
fixed,NA,X_i,45.05478655626776,23.64989196010595,1.905073673582478,23.955568296660065,0.06884354151099699,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),76.4594551795581,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.5483421700559982,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,subj_id,sd__X_i,61.74782683841409,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),40.22320505742674,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
ran_pars,Residual,sd__Observation,199.67489972514414,NA,NA,NA,NA,,50,10,10,800,50,60,80,40,0.2,200
fixed,NA,(Intercept),799.6590128646664,20.854690457679688,38.34432424146549,52.5468863886559,4.289365796811304e-40,,50,10,10,800,50,60,100,40,0.2,200
fixed,NA,X_i,45.92146287308876,28.36900330488222,1.6187196419828331,19.725903052919627,0.1213861665727059,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),108.12320953121657,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,subj_id,sd__X_i,4.348375078082704,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),56.61366278456659,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
ran_pars,Residual,sd__Observation,202.11433547568765,NA,NA,NA,NA,,50,10,10,800,50,60,100,40,0.2,200
fixed,NA,(Intercept),805.8741406791557,16.924698194978898,47.61527392661199,20.54983746928077,1.6344114372103938e-22,,50,10,10,800,50,80,20,40,0.2,200
fixed,NA,X_i,97.3147963527658,34.34887351304602,2.8331291946387913,21.691509496287537,0.009761926111153476,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),16.71432720762436,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.7862680522627982,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,subj_id,sd__X_i,53.10977987670398,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),69.5255533195609,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
ran_pars,Residual,sd__Observation,197.9088327778542,NA,NA,NA,NA,,50,10,10,800,50,80,20,40,0.2,200
fixed,NA,(Intercept),790.2909571242384,24.51879351434431,32.23204912843252,23.67339632121129,4.563718334081613e-21,,50,10,10,800,50,80,40,40,0.2,200
fixed,NA,X_i,42.96933746073394,47.27671125435184,0.9088901558646086,20.66461558117383,0.3738870498420791,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),51.06234133542802,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999976291915,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,subj_id,sd__X_i,44.15399282249738,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),100.89917473751623,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
ran_pars,Residual,sd__Observation,199.9795194772917,NA,NA,NA,NA,,50,10,10,800,50,80,40,40,0.2,200
fixed,NA,(Intercept),807.0769790649971,17.37539100125939,46.44942833266308,26.742194293155904,4.165949174444074e-27,,50,10,10,800,50,80,60,40,0.2,200
fixed,NA,X_i,52.91416719831753,32.150920130753406,1.6458056871505646,20.326161177728125,0.11517983954341507,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),48.74524317654619,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.35019182956207884,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,subj_id,sd__X_i,28.418932118205518,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),65.4612221557021,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
ran_pars,Residual,sd__Observation,200.3089051787753,NA,NA,NA,NA,,50,10,10,800,50,80,60,40,0.2,200
fixed,NA,(Intercept),829.6350012481623,20.902447804863634,39.69080602392992,38.404823831874936,8.662577338298695e-33,,50,10,10,800,50,80,80,40,0.2,200
fixed,NA,X_i,40.919461248251736,34.28507347139068,1.193506593544189,20.2214504079132,0.24648587011886944,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),85.77574905706648,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.14109680166618346,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,subj_id,sd__X_i,28.648993090990594,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),70.51073411877333,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
ran_pars,Residual,sd__Observation,202.9151556947175,NA,NA,NA,NA,,50,10,10,800,50,80,80,40,0.2,200
fixed,NA,(Intercept),768.7197145146976,20.686316700677256,37.16078244560232,31.27628558147545,1.9023536312414422e-27,,50,10,10,800,50,80,100,40,0.2,200
fixed,NA,X_i,31.063717011285913,36.56221902284485,0.8496124644917379,20.309004592954725,0.40544518544300734,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),69.99237741676912,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.2591680646900666,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,subj_id,sd__X_i,29.168216458824823,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),76.42448902546775,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
ran_pars,Residual,sd__Observation,194.7046855406344,NA,NA,NA,NA,,50,10,10,800,50,80,100,40,0.2,200
fixed,NA,(Intercept),778.8950269675696,21.51370920384142,36.2045902725362,20.04751759127751,9.651942320459368e-20,,50,10,10,800,50,100,20,40,0.2,200
fixed,NA,X_i,84.34047177797557,44.07680828599855,1.9134886362624215,21.88400493251626,0.06885664581186514,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),5.675172417402852,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999971675467,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,subj_id,sd__X_i,68.55031014088178,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),91.67010374171792,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
ran_pars,Residual,sd__Observation,205.0003318711473,NA,NA,NA,NA,,50,10,10,800,50,100,20,40,0.2,200
fixed,NA,(Intercept),756.368935547571,21.384515446746246,35.36993566354837,21.845083013349363,8.865889455138348e-21,,50,10,10,800,50,100,40,40,0.2,200
fixed,NA,X_i,48.92218336319428,42.9558988925533,1.1388932515546841,22.203858246775017,0.2668865489708566,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),32.969937667387505,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.14421371368507394,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,subj_id,sd__X_i,71.75673810937836,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),89.0375014161877,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
ran_pars,Residual,sd__Observation,197.92254084474388,NA,NA,NA,NA,,50,10,10,800,50,100,40,40,0.2,200
fixed,NA,(Intercept),788.9974509882475,16.766919411520163,47.05679270135607,29.952064561549793,1.224540763754587e-29,,50,10,10,800,50,100,60,40,0.2,200
fixed,NA,X_i,86.41909454409314,30.940590607253082,2.7930654472974026,22.885407315802063,0.01036266591700413,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),55.16813040843537,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.024997681948593604,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,subj_id,sd__X_i,61.75905194259546,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),60.56691223046239,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
ran_pars,Residual,sd__Observation,191.94163550552483,NA,NA,NA,NA,,50,10,10,800,50,100,60,40,0.2,200
fixed,NA,(Intercept),865.9004695483006,28.946466923104737,29.913856908635328,25.46867529546732,2.29697683038691e-21,,50,10,10,800,50,100,80,40,0.2,200
fixed,NA,X_i,110.01803285484372,54.72868499021766,2.0102444061009073,20.62835004975178,0.057662435445074836,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),71.35481913024745,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.51796741271658,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,subj_id,sd__X_i,50.47672160787712,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),117.82868516955159,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
ran_pars,Residual,sd__Observation,204.66506939137832,NA,NA,NA,NA,,50,10,10,800,50,100,80,40,0.2,200
fixed,NA,(Intercept),767.9103455996618,24.836697399263784,30.918375871601366,41.60331712754663,2.4907090671573332e-30,,50,10,10,800,50,100,100,40,0.2,200
fixed,NA,X_i,116.15172911857066,39.60766566207138,2.9325567961910584,20.12996619345196,0.008194656863819816,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__(Intercept),106.93103096761878,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.38150623856869204,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,subj_id,sd__X_i,28.33783609587347,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,item_id,sd__(Intercept),82.96064302093956,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
ran_pars,Residual,sd__Observation,209.8885787846784,NA,NA,NA,NA,,50,10,10,800,50,100,100,40,0.2,200
fixed,NA,(Intercept),798.4592703714475,7.28512700786617,109.60128347924547,19.93641136796442,3.3757164979398356e-29,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,X_i,39.69906237498867,16.67995024744636,2.38004680985583,22.16921533369259,0.026329522768196004,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,NaN,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,subj_id,sd__X_i,57.41447473169166,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,item_id,sd__(Intercept),14.576883742063046,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
ran_pars,Residual,sd__Observation,206.03106207380506,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -7.7e+01,50,10,10,800,50,20,20,40,0.2,200
fixed,NA,(Intercept),804.653025899293,9.168503062067455,87.76274823186321,28.85316435055126,1.3815466446957839e-36,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,X_i,35.75415672518656,15.109100203238844,2.3663988089457613,17.814516522967246,0.029507615382767506,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__(Intercept),39.59831643082038,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.6213815296863653,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,subj_id,sd__X_i,29.564546747227908,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,item_id,sd__(Intercept),16.584982117818715,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
ran_pars,Residual,sd__Observation,197.35205477423975,NA,NA,NA,NA,,50,10,10,800,50,20,40,40,0.2,200
fixed,NA,(Intercept),811.9736797884797,11.075570089872661,73.31213411135707,38.78690853373576,3.2464393796255063e-43,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,X_i,33.80725947559131,17.34099622023951,1.9495569369961128,22.7312403506812,0.06367131269145845,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__(Intercept),54.99639114391861,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,0.28174649547172786,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,subj_id,sd__X_i,50.992833690639905,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,item_id,sd__(Intercept),22.992557456127468,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
ran_pars,Residual,sd__Observation,189.05900433440829,NA,NA,NA,NA,,50,10,10,800,50,20,60,40,0.2,200
fixed,NA,(Intercept),801.8863726291324,16.238393296849523,49.382125310680195,51.156253299317285,7.813207175056265e-45,,50,10,10,800,50,20,80,40,0.2,200
fixed,NA,X_i,74.83276207336903,21.89135030155041,3.418371230762734,22.927564680339028,0.0023589401269221533,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__(Intercept),89.09550898556844,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,cor__(Intercept).X_i,-0.46747202317786296,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,subj_id,sd__X_i,54.5574597485661,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
ran_pars,item_id,sd__(Intercept),36.30325180885937,NA,NA,NA,NA,,50,10,10,800,50,20,80,40,0.2,200
