effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma,n_outgroup
ran_pars,Residual,sd__Observation,199.06185985236687,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),804.0601397593681,20.982040099126596,38.321351782796285,64.78785722206058,3.0895518159122326e-46,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,113.2192507062168,35.52113824137574,3.187376765261895,42.07438574059771,0.002707616682017331,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),105.9469312454448,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),73.53891864266586,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.06379336065590328,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,40.774742471674514,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,197.69830281463427,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),778.0259183761059,20.218589338642417,38.48072213866661,73.76640928037348,1.4223140746174547e-50,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,31.80427786983798,26.834127483011777,1.1852175141514372,51.97603524613006,0.2413222248792231,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),87.26735064044723,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),97.10689999368017,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.14183633644795238,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,33.39459898492593,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,203.64574353052444,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),806.8808261451984,21.236643877676496,37.99474299201176,43.07124759023492,9.247795625652242e-35,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,121.4784075210813,32.97257406289828,3.6842257838089867,19.960584607415687,0.0014741057896123877,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),94.89649843577537,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999999885063957,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,13.487217678202036,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),67.76125848032079,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,203.24548540615015,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),784.8208549646841,22.721522362002275,34.54085701040693,61.18183550972297,7.75072772038153e-42,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,145.29055167768595,35.63761138377148,4.076888041487758,30.58795150371065,3.0052391648868423e-4,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),100.89954973692916,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.7837906014945928,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,31.166137330543346,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),92.84668711373531,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,194.81896251952097,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),838.6821892418245,19.120583389447642,43.86279289494276,64.91168177199559,5.789059799122559e-50,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,91.77183003586968,33.05886855052322,2.7760124305408875,42.18823103819021,0.008170722845066918,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),71.15304885704826,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.2655410765851646,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,42.14407559893102,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),98.70491053002999,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,203.8386511495001,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),755.0323068918113,16.713624372689996,45.17466050783884,87.62999329864203,1.7264691706410136e-62,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,132.28883082154408,25.631648761284108,5.161151826540425,50.58192855407677,4.1463201977891746e-6,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),85.67044686075259,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),76.32462574239204,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999683537171,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,16.787404673860888,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.29828051321493,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -1.9e+02,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),797.2394874626127,34.51084381535848,23.101129944200743,18.503794993234205,4.2105077672035586e-15,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,52.12640708883846,53.20570218673099,0.9797146724216772,17.866001387462678,0.3403082928674711,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),96.27326213998955,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),73.87981752483306,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.6845299430816848,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,50.01443359590359,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,190.65599751596793,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),740.3038576407979,40.42211957196893,18.314325559369433,14.861203322689969,1.316621127807813e-11,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,37.330964698149664,43.572120044913845,0.8567626422508053,29.485863002028278,0.39848593332289517,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),99.36100394516981,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),107.73261967986262,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,7.256431409809708,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,208.01133109681481,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),829.674276493338,37.41929262184317,22.172366668658594,15.262709413757099,5.006352217998446e-13,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,124.22341542755048,42.09976789591506,2.9506912184093985,30.953483504368055,0.005995191808737348,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),107.32414870995018,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),100.88889922051868,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.023161711087356675,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,49.29549776445595,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,194.30351444938594,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),817.7186887725514,28.82759353520442,28.365832471376727,16.84290180131498,1.1734237663777656e-15,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,-25.161777793832258,36.200501465162034,-0.695067106129648,33.510189582620285,0.49180516797445484,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),101.78066297181044,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),73.90760571010786,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.4928704426902914,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,41.38712153866954,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,196.99068981967028,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),830.6740153824783,27.873976342942534,29.80105906536002,28.769580360515445,3.5434434621892714e-23,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,149.20650313204627,47.435674642094966,3.145449163689952,19.942834119338464,0.005103947182583239,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),96.81449621022965,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),65.55468547915252,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,5.987249346958664,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,193.32396016154996,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),827.5842390078006,29.33438618337204,28.212086451528005,41.280418229504136,1.328509682843768e-28,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,138.6232497789232,45.74911983222103,3.030074683126277,32.66853555315061,0.004753498638408284,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),111.79077627617977,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),87.17317897631423,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.6503590040203321,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,58.44480147445337,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,195.92161815227948,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),811.2921254974141,26.26175734991085,30.892529950977103,44.307023249000416,1.29787509886412e-31,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,93.59080848373159,41.34950662193793,2.2634081063999227,45.75657909990325,0.028399031214660843,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),110.6943860470749,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),81.54792546390229,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.27986171201776733,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,74.97665382618777,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,201.68393921935368,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),826.1038560058075,20.67786092166386,39.95112739830414,32.74327675118449,2.3257063624261187e-29,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,70.65003381759699,25.71171435214295,2.7477760856389044,43.97128877347471,0.008667373420260353,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),73.65305270445867,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),74.6165866295579,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.019047330206608343,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,35.86740185538787,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,201.73432734572873,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),836.3349058544239,28.477116874230052,29.368665007350266,36.0391141839172,9.114738942819412e-27,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,160.31398493379473,47.054016285038145,3.4070202203923254,21.647875603161793,0.002571030997047142,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),92.92077433532052,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.5582576553372935,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,60.38172250485558,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),95.33808591595907,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,202.98223182353274,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),832.232279825001,23.529955880174732,35.369053986463356,48.20980304668099,3.8293070453133136e-36,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,52.83077672127251,38.478327716866985,1.3730008515446508,30.198672409817963,0.17986217755153325,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),98.61407092421646,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),74.66192434993494,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999837001048,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,16.61336992859179,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,198.28969563297613,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),784.7874065026609,19.7283070912593,39.77976431897514,54.36458426932453,7.006445286884412e-42,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,98.59761709703916,28.085509447619902,3.5106223471191043,42.45029726992589,0.0010734339539781605,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),77.22895857349343,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),78.86492314280817,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.07554345772725413,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,42.87012426866174,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,198.32023462372715,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),757.096537393074,20.306224033255955,37.283964569343865,66.37979868964133,3.038117641012839e-46,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,101.30754288686104,29.872817588834376,3.391295199577256,49.63389425300415,0.001372650508734396,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),99.0995585718404,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),75.85765098577465,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.9717296794883081,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,17.548835703215726,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,190.19270702415363,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),812.7244053178341,22.176269348336643,36.64838267211944,33.64893082006623,1.0500208151326753e-28,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,-0.01606847116226075,37.97044688808438,-4.2318361987209706e-4,20.466387465804832,0.9996664460949629,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),74.49126378418286,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.2619396295534796,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,34.35228438252812,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),78.11864250222598,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,195.8307379066102,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),755.0607035205921,22.24227534187238,33.947098123506564,54.876549204019035,1.6079232130235592e-38,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,136.24598605602796,35.28087555457154,3.861751839046234,29.86529089435511,5.606335301012534e-4,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),85.68783216770703,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,2.053178245065311,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),91.29994566359932,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,199.90806458297672,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),821.2174659805742,18.35657281666552,44.73697101209488,68.00053924772074,3.6096220417361854e-52,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,131.90873540792023,26.587665609066484,4.961275553388144,43.62485031086015,1.1151469498378115e-5,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),74.70007807260369,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),83.1267205399636,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.6467205989359516,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,44.74553252260101,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,198.83634387701173,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),809.7613412612891,22.65464878890287,35.743716391575305,82.04821109000156,8.581133490299195e-52,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,120.9907357989746,33.95493938017431,3.5632735032835594,51.45405249944676,8.003236634374938e-4,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),114.3299687599735,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),96.20567141637657,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.369519215659405,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,31.974103636969833,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,202.07917408051964,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),799.717872500702,26.07949383511816,30.664623997564586,26.415360041461017,3.490869573214841e-22,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,61.522910759822906,48.83510832259226,1.2598090364296575,20.697201104393187,0.22175929029901026,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),69.04822999999831,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.26020444876657894,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,47.812370462978954,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),104.4494247170226,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,198.24913918467828,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),822.7163893479926,21.705340095014254,37.90387000372188,39.36802897365223,1.3343489496200793e-32,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,123.15451729487869,41.44260947540001,2.9716882902362167,33.45562470421481,0.0054521631522557535,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),57.79779291508269,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.27839443335187636,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,70.79883997562173,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),106.50249609388295,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,198.30797581895894,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),800.3475431201372,20.17876071631602,39.66286901221823,66.9143218313613,3.2580970720364553e-48,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,114.1555370938565,34.14467905282015,3.3432892111026566,40.7464309897815,0.0017840216418399265,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),77.33375518970838,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.2405748384948858,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,27.901923566378038,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),103.37289007486443,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,202.10556722051388,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),767.6947865471835,16.513220109798905,46.48970833324236,87.28667625381959,2.2887848251480328e-63,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,128.39660004341835,26.06224319484354,4.92653679437777,53.812467532808185,8.361922000914962e-6,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),85.39964144190684,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),74.54874955848129,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.31349050892534747,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,40.67926475930169,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,197.9529111422779,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),738.1529361477811,43.429029296601605,16.996763411553914,14.780068801480091,4.1513970461073315e-11,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,129.39721034827923,50.34067365690338,2.570430646800345,19.77464120464359,0.01835794705755869,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),90.62921082535814,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),112.78931735765603,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1.0000000000000002,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,28.00591467046671,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,201.62087287932948,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),803.2006676832248,25.873338602228703,31.043564962043124,23.417741611472056,1.5576255568858522e-20,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,87.81264696714962,44.96263215141579,1.953013931022376,24.945062566633794,0.062123592882106476,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),98.9625724142838,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),47.269142434956734,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.4049916749602332,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,48.751248075891944,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,189.3722074198375,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),796.427507962525,35.63687244978521,22.348412001775575,15.154033049400043,5.131411757678794e-13,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,126.7331353915113,38.42233168395579,3.2984238550111704,39.45228210064629,0.0020659996163783414,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),101.91456880175096,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),94.94397034505603,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,4.5517710575066666,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,208.69733506952937,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
